OBJECTID,SCHOOL_ID,SCHOOLDIST,POLYTYPE,PRIMARYPOL,USERNAME,UPDATE_,EDITED,EACODE,District2,Inst_ID,SchDist,SEDdir_BOC,SEDdir_B_1,SED_CODE_1,POPULAR_NA,INSTPECD,INSTSUBYPE,INSSUBDE,MUNICODE,SDLCODE,ORPTSCOD_1,Shape__Area,Shape__Length
302,303,SAUGERTIES,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,514801,SAUGERTIES,8E+11,SAUGERTIES,6290,BOCES ULSTER,6.21601E+11,SAUGERTIES CSD,16,7,INDEPENDENT CENTRAL,5.10675E+11,621601,514801,196991108.5,68176.252
303,304,CHENANGO VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,33001,CHENANGO VALLEY,8E+11,CHENANGO VALLEY,390,BOCES BROOME-DELAWARE-TIOGA,30701060000,CHENANGO VALLEY CSD,16,7,INDEPENDENT CENTRAL,30623500100,30701,33001,57657861.23,55157.04486
304,305,PORTVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,47401,PORTVILLE,8E+11,PORTVILLE,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,42901040000,PORTVILLE CSD,16,4,CENTRAL,40768300100,42901,47401,187480042.9,85617.00828
305,306,ONTEORA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,514001,ONTEORA,8E+11,ONTEORA,6290,BOCES ULSTER,6.21201E+11,ONTEORA CSD,16,7,INDEPENDENT CENTRAL,5.10661E+11,621201,514001,742976676.5,163276.5246
306,307,TIOGA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,493603,TIOGA,8E+11,TIOGA,390,BOCES BROOME-DELAWARE-TIOGA,6.00903E+11,TIOGA CSD,16,4,CENTRAL,4.90783E+11,600903,493603,242015158.9,109467.0256
307,308,FREWSBURG,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,62401,FREWSBURG,8E+11,FREWSBURG,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,60301040000,FREWSBURG CSD,16,4,CENTRAL,60713200100,60301,62401,158051433.2,87514.10147
308,309,WELLSVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,27001,WELLSVILLE,8E+11,WELLSVILLE,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,22601060000,WELLSVILLE CSD,16,7,INDEPENDENT CENTRAL,20688700100,22601,27001,273437075.8,100363.7058
309,310,OWEGO-APALACHIN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,493001,OWEGO-APALACHIN,8E+11,OWEGO-APALACHIN,390,BOCES BROOME-DELAWARE-TIOGA,6.00601E+11,OWEGO-APALACHIN CSD,16,7,INDEPENDENT CENTRAL,4.90663E+11,600601,493001,254495406.7,117305.4793
310,311,JOHNSON CITY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,34602,JOHNSON CITY,8E+11,JOHNSON CITY,390,BOCES BROOME-DELAWARE-TIOGA,31502060000,JOHNSON CITY CSD,16,7,INDEPENDENT CENTRAL,30684600200,31502,34602,55415293.87,49017.74441
311,312,GERMANTOWN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,103602,GERMANTOWN,8E+11,GERMANTOWN,4990,BOCES QUESTAR III (R-C-G),1.00902E+11,GERMANTOWN CSD,16,4,CENTRAL,1.00733E+11,100902,103602,94224394.81,55452.79935
312,313,ONTEORA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,514001,ONTEORA,8E+11,ONTEORA,6290,BOCES ULSTER,6.21201E+11,ONTEORA CSD,16,7,INDEPENDENT CENTRAL,5.10661E+11,621201,514001,1481139.879,5009.729631
313,314,JAMESTOWN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,60800,JAMESTOWN,8E+11,JAMESTOWN,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,61700010000,JAMESTOWN CITY SD,16,1,CITY,60522000000,61700,60800,46133904.94,47876.71102
314,315,SOUTHWESTERN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,62201,SOUTHWESTERN,8E+11,SOUTHWESTERN,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,60201060000,SOUTHWESTERN CSD AT JAMESTOWN,16,7,INDEPENDENT CENTRAL,60610400100,60201,62201,120020936.6,64797.96782
315,316,DOWNSVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,122401,DOWNSVILLE,8E+11,DOWNSVILLE,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.20301E+11,DOWNSVILLE CSD,16,4,CENTRAL,1.20718E+11,120301,122401,368231505.3,149195.7288
316,317,DEPOSIT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,34201,DEPOSIT,8E+11,DEPOSIT,390,BOCES BROOME-DELAWARE-TIOGA,31301040000,DEPOSIT CSD,16,4,CENTRAL,30774300100,31301,34201,312374484.6,140740.471
317,318,PANAMA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,64801,PANAMA,8E+11,PANAMA,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,61601040000,PANAMA CSD,16,4,CENTRAL,60737300100,61601,64801,156714905.2,82935.21233
318,319,BOLIVAR-RICHBURG,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,27602,BOLIVAR-RICHBURG,8E+11,BOLIVAR-RICHBURG,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,22902040000,BOLIVAR-RICHBURG CSD,16,4,CENTRAL,20707900100,22902,27602,255158435.9,130697.5537
319,320,JASPER-TROUPSBURG,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,465601,JASPER-TRPSBRG,8E+11,JASPER-TRPSBRG,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,5.72702E+11,JASPER-TROUPSBURG CSD,16,4,CENTRAL,4.60743E+11,572702,465601,354142901.4,159167.3369
320,321,HUNTER-TANNERSVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,193601,HUNTER TANNERSVL,8E+11,HUNTER TANNERSVL,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,1.90901E+11,HUNTER-TANNERSVILLE CSD,16,4,CENTRAL,1.90741E+11,190901,193601,8951.280762,414.9639708
321,322,ASHLAND-JEWETT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,194601,WINDHAM ASHLAND,8E+11,WINDHAM ASHLAND,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,1.91401E+11,WINDHAM-ASHLAND-JEWETT CSD,16,4,CENTRAL,1.90792E+11,191401,194601,35489.60474,813.7265466
322,323,ANDES,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,122002,ANDES,8E+11,ANDES,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,1.20102E+11,ANDES CSD,16,4,CENTRAL,1.20702E+11,120102,122002,247893264.7,107428.5235
323,324,CATTARAUGUS-LITTLE V,DTM ONLY, , ,1/5/2000 0:00, ,46402,CATTARAUGUS,8E+11,CATTARAUGUS,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,42302040000,CATTARAUGUS-LITTLE VALLEY CSD,16,4,CENTRAL,40756400100,42302,46402,194687.9641,1798.951551
324,325,SPENCER-VAN ETTEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,493401,SPENCER VAN ETTEN,8E+11,SPENCER VAN ETTEN,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,6.00801E+11,SPENCER-VAN ETTEN CSD,16,4,CENTRAL,4.9078E+11,600801,493401,418606.0269,2789.855893
325,326,CAIRO-DURHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192401,CAIRO-DURHAM,8E+11,CAIRO-DURHAM,4990,BOCES QUESTAR III (R-C-G),1.90301E+11,CAIRO-DURHAM CSD,16,4,CENTRAL,1.90711E+11,190301,192401,7480.76001,705.9302201
326,327,WALTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,125601,WALTON,8E+11,WALTON,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.21901E+11,WALTON CSD,16,4,CENTRAL,1.20787E+11,121901,125601,199292.0127,1935.500701
327,328,WALTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,125601,WALTON,8E+11,WALTON,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.21901E+11,WALTON CSD,16,4,CENTRAL,1.20787E+11,121901,125601,27134.67993,659.6027027
328,329,WALTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,125601,WALTON,8E+11,WALTON,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.21901E+11,WALTON CSD,16,4,CENTRAL,1.20787E+11,121901,125601,29584.45752,798.9328201
329,330,ANDOVER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,23001,ANDOVER,8E+11,ANDOVER,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,20601040000,ANDOVER CSD,16,4,CENTRAL,20702400100,20601,23001,143434759.6,86292.75474
330,331,ALLEGANY-LIMESTONE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,42001,ALLEGANY-LIMESTONE,8E+11,ALLEGANY-LIMESTONE,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,40302060000,ALLEGANY-LIMESTONE CSD,16,7,INDEPENDENT CENTRAL,40701100100,40302,42001,308303140.7,99100.47581
331,332,WALTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,125601,WALTON,8E+11,WALTON,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.21901E+11,WALTON CSD,16,4,CENTRAL,1.20787E+11,121901,125601,71683.45044,1085.938616
332,333,SCIO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,26601,SCIO,8E+11,SCIO,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,22401040000,SCIO CSD,16,4,CENTRAL,20775900100,22401,26601,154445393.8,115864.1433
333,334,CAIRO-DURHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192401,CAIRO-DURHAM,8E+11,CAIRO-DURHAM,4990,BOCES QUESTAR III (R-C-G),1.90301E+11,CAIRO-DURHAM CSD,16,4,CENTRAL,1.90711E+11,190301,192401,7384.065186,376.4736816
334,335,CAIRO-DURHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192401,CAIRO-DURHAM,8E+11,CAIRO-DURHAM,4990,BOCES QUESTAR III (R-C-G),1.90301E+11,CAIRO-DURHAM CSD,16,4,CENTRAL,1.90711E+11,190301,192401,6529.34082,444.9987783
335,336,CAIRO-DURHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192401,CAIRO-DURHAM,8E+11,CAIRO-DURHAM,4990,BOCES QUESTAR III (R-C-G),1.90301E+11,CAIRO-DURHAM CSD,16,4,CENTRAL,1.90711E+11,190301,192401,3681.75708,242.8762755
336,337,MAINE-ENDWELL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,33801,MAINE ENDWELL,8E+11,MAINE ENDWELL,390,BOCES BROOME-DELAWARE-TIOGA,31101060000,MAINE-ENDWELL CSD,16,7,INDEPENDENT CENTRAL,30649900100,31101,33801,131510138.2,95804.15536
337,338,CLYMER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,63201,CLYMER,8E+11,CLYMER,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,60701040000,CLYMER CSD,16,4,CENTRAL,60717700100,60701,63201,215485657.7,92879.51154
338,339,ADDISON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,462001,ADDISON,8E+11,ADDISON,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,5.70101E+11,ADDISON CSD,16,4,CENTRAL,4.607E+11,570101,462001,432428047.4,206076.4158
339,340,FRANKLIN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,123201,FRANKLIN,8E+11,FRANKLIN,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.20701E+11,FRANKLIN CSD,16,4,CENTRAL,1.2073E+11,120701,123201,6561.663574,341.3198817
340,341,HUNTER-TANNERSVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,193601,HUNTER TANNERSVL,8E+11,HUNTER TANNERSVL,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,1.90901E+11,HUNTER-TANNERSVILLE CSD,16,4,CENTRAL,1.90741E+11,190901,193601,7041.016357,404.2317386
341,342,MARGARETVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,124601,MARGARETVILLE,8E+11,MARGARETVILLE,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,1.21401E+11,MARGARETVILLE CSD,16,4,CENTRAL,1.20753E+11,121401,124601,437081043,160232.8265
342,343,ALLEGANY-LIMESTONE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,42001,ALLEGANY-LIMESTONE,8E+11,ALLEGANY-LIMESTONE,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,40302060000,ALLEGANY-LIMESTONE CSD,16,7,INDEPENDENT CENTRAL,40701100100,40302,42001,1037468.678,5472.856633
343,344,CATTARAUGUS-LITTLE V,DTM ONLY, , ,1/5/2000 0:00, ,46402,CATTARAUGUS,8E+11,CATTARAUGUS,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,42302040000,CATTARAUGUS-LITTLE VALLEY CSD,16,4,CENTRAL,40756400100,42302,46402,542397.3874,3393.784877
344,345,HUNTER-TANNERSVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,193601,HUNTER TANNERSVL,8E+11,HUNTER TANNERSVL,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,1.90901E+11,HUNTER-TANNERSVILLE CSD,16,4,CENTRAL,1.90741E+11,190901,193601,452947261.9,155974.2464
345,346,WALTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,125601,WALTON,8E+11,WALTON,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.21901E+11,WALTON CSD,16,4,CENTRAL,1.20787E+11,121901,125601,450724349.2,160472.7903
346,347,CATSKILL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192601,CATSKILL,8E+11,CATSKILL,4990,BOCES QUESTAR III (R-C-G),1.90401E+11,CATSKILL CSD,16,7,INDEPENDENT CENTRAL,1.90614E+11,190401,192601,1573.422363,162.9454065
347,348,CAIRO-DURHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192401,CAIRO-DURHAM,8E+11,CAIRO-DURHAM,4990,BOCES QUESTAR III (R-C-G),1.90301E+11,CAIRO-DURHAM CSD,16,4,CENTRAL,1.90711E+11,190301,192401,40234.91577,867.8163883
348,349,SALAMANCA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,41600,SALAMANCA,8E+11,SALAMANCA,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,43200050000,SALAMANCA CITY SD,16,6,CITY CENTRAL,40551000000,43200,41600,178890269.8,109956.249
349,350,HARPURSVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,32601,HARPURSVILLE,8E+11,HARPURSVILLE,390,BOCES BROOME-DELAWARE-TIOGA,30501040000,HARPURSVILLE CSD,16,4,CENTRAL,30718500100,30501,32601,526078.6196,3879.048539
350,351,CHATHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,103801,CHATHAM,8E+11,CHATHAM,4990,BOCES QUESTAR III (R-C-G),1.01001E+11,CHATHAM CSD,16,4,CENTRAL,1.00733E+11,101001,103801,509414.4622,4430.76721
351,352,ASHLAND-JEWETT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,194601,WINDHAM ASHLAND,8E+11,WINDHAM ASHLAND,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,1.91401E+11,WINDHAM-ASHLAND-JEWETT CSD,16,4,CENTRAL,1.90792E+11,191401,194601,1208.797607,139.8757382
352,353,HINSDALE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,44601,HINSDALE,8E+11,HINSDALE,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,41401040000,HINSDALE CSD,16,4,CENTRAL,40739500100,41401,44601,148317922.7,74700.04619
353,354,HORSEHEADS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,73401,HORSEHEADS,8E+11,HORSEHEADS,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,70901060000,HORSEHEADS CSD,16,7,INDEPENDENT CENTRAL,70640500100,70901,73401,361192029.1,151210.6963
354,355,HARPURSVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,32601,HARPURSVILLE,8E+11,HARPURSVILLE,390,BOCES BROOME-DELAWARE-TIOGA,30501040000,HARPURSVILLE CSD,16,4,CENTRAL,30718500100,30501,32601,238978838.9,149797.3835
355,356,HORSEHEADS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,73401,HORSEHEADS,8E+11,HORSEHEADS,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,70901060000,HORSEHEADS CSD,16,7,INDEPENDENT CENTRAL,70640500100,70901,73401,1210658.37,5943.520816
356,357,ELLICOTTVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,43601,ELLICOTTVILLE,8E+11,ELLICOTTVILLE,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,40901040000,ELLICOTTVILLE CSD,16,4,CENTRAL,40726500100,40901,43601,75250.8689,1199.996687
357,358,CATSKILL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192601,CATSKILL,8E+11,CATSKILL,4990,BOCES QUESTAR III (R-C-G),1.90401E+11,CATSKILL CSD,16,7,INDEPENDENT CENTRAL,1.90614E+11,190401,192601,193170840.6,90902.90911
358,359,FRIENDSHIP,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,25001,FRIENDSHIP,8E+11,FRIENDSHIP,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,21601040000,FRIENDSHIP CSD,16,4,CENTRAL,20730800100,21601,25001,104712686.7,65669.70961
359,360,ITHACA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,500700,ITHACA,8E+11,ITHACA,6190,BOCES TOMPKINS-SENECA-TIOGA,6.106E+11,ITHACA CITY SD,16,1,CITY,5.00521E+11,610600,500700,1132766.808,6374.282252
360,361,FALCONER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,63801,FALCONER,8E+11,FALCONER,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,61101040000,FALCONER CSD,16,4,CENTRAL,60726400100,61101,63801,191995890.4,99876.46379
361,362,TACONIC HILLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,102801,TACONIC HILLS,8E+11,TACONIC HILLS,4990,BOCES QUESTAR III (R-C-G),1.00501E+11,TACONIC HILLS CSD,16,4,CENTRAL,1.00717E+11,100501,102801,523085291.7,204290.3058
362,363,HUDSON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,100600,HUDSON,8E+11,HUDSON,4990,BOCES QUESTAR III (R-C-G),1.013E+11,HUDSON CITY SD,16,1,CITY,1.0052E+11,101300,100600,173298137.7,119999.2228
363,364,CAIRO-DURHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192401,CAIRO-DURHAM,8E+11,CAIRO-DURHAM,4990,BOCES QUESTAR III (R-C-G),1.90301E+11,CAIRO-DURHAM CSD,16,4,CENTRAL,1.90711E+11,190301,192401,208014.3657,2346.94385
364,365,GILBOA-CONESVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,433401,GILBOA CONESVILLE,8E+11,GILBOA CONESVILLE,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,5.40801E+11,GILBOA-CONESVILLE CSD,16,4,CENTRAL,4.30733E+11,540801,433401,3493.552002,282.8196387
365,366,SPENCER-VAN ETTEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,493401,SPENCER VAN ETTEN,8E+11,SPENCER VAN ETTEN,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,6.00801E+11,SPENCER-VAN ETTEN CSD,16,4,CENTRAL,4.9078E+11,600801,493401,376850882.6,169028.7568
366,367,CORNING,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,460300,CORNING,8E+11,CORNING,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,5.71E+11,CORNING CITY SD,16,1,CITY,4.6051E+11,571000,460300,608327798.9,180181.4039
367,368,RANDOLPH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,47601,RANDOLPH,8E+11,RANDOLPH,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,43001040000,RANDOLPH CSD,16,4,CENTRAL,40769900100,43001,47601,677775427.6,148529.1618
368,369,BEMUS POINT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,63601,BEMUS POINT,8E+11,BEMUS POINT,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,61001040000,BEMUS POINT CSD,16,4,CENTRAL,60726300100,61001,63601,139888155.3,68446.40316
369,370,CHENANGO FORKS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,32001,CHENANGO FORKS,8E+11,CHENANGO FORKS,390,BOCES BROOME-DELAWARE-TIOGA,30101060000,CHENANGO FORKS CSD,16,7,INDEPENDENT CENTRAL,30605100100,30101,32001,148992429.6,110481.9004
370,371,SHERMAN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,66601,SHERMAN,8E+11,SHERMAN,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,62601040000,SHERMAN CSD,16,4,CENTRAL,60777600100,62601,66601,270293298.8,121720.6345
371,372,GREENVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,193201,GREENVILLE,8E+11,GREENVILLE,4990,BOCES QUESTAR III (R-C-G),1.90701E+11,GREENVILLE CSD,16,4,CENTRAL,1.90735E+11,190701,193201,235414.1594,2200.663446
372,373,AFTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,82001,AFTON,8E+11,AFTON,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,80101040000,AFTON CSD,16,4,CENTRAL,80700300100,80101,82001,208264993.2,122951.6181
373,374,GREENVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,193201,GREENVILLE,8E+11,GREENVILLE,4990,BOCES QUESTAR III (R-C-G),1.90701E+11,GREENVILLE CSD,16,4,CENTRAL,1.90735E+11,190701,193201,41148.65552,877.3066988
374,375,CAIRO-DURHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192401,CAIRO-DURHAM,8E+11,CAIRO-DURHAM,4990,BOCES QUESTAR III (R-C-G),1.90301E+11,CAIRO-DURHAM CSD,16,4,CENTRAL,1.90711E+11,190301,192401,11351.99316,450.3479196
375,376,CAIRO-DURHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192401,CAIRO-DURHAM,8E+11,CAIRO-DURHAM,4990,BOCES QUESTAR III (R-C-G),1.90301E+11,CAIRO-DURHAM CSD,16,4,CENTRAL,1.90711E+11,190301,192401,29831.30493,698.6087851
376,377,GREENVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,193201,GREENVILLE,8E+11,GREENVILLE,4990,BOCES QUESTAR III (R-C-G),1.90701E+11,GREENVILLE CSD,16,4,CENTRAL,1.90735E+11,190701,193201,44250.94727,880.0948603
377,378,ICHABOD CRANE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,104401,KINDERHOOK,8E+11,KINDERHOOK,4990,BOCES QUESTAR III (R-C-G),1.01401E+11,KINDERHOOK CSD,16,4,CENTRAL,1.00744E+11,101401,104401,206907.4917,2123.046082
378,379,COXSACKIE-ATHENS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192801,COXSACKIE ATHENS,8E+11,COXSACKIE ATHENS,4990,BOCES QUESTAR III (R-C-G),1.90501E+11,COXSACKIE-ATHENS CSD,16,4,CENTRAL,1.90721E+11,190501,192801,2553.62793,339.4066644
379,380,SIDNEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,125001,SIDNEY,8E+11,SIDNEY,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.21601E+11,SIDNEY CSD,16,7,INDEPENDENT CENTRAL,1.20678E+11,121601,125001,226662131.4,125692.8974
380,381,ICHABOD CRANE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,104401,KINDERHOOK,8E+11,KINDERHOOK,4990,BOCES QUESTAR III (R-C-G),1.01401E+11,KINDERHOOK CSD,16,4,CENTRAL,1.00744E+11,101401,104401,28158.84814,693.5850189
381,382,WATKINS GLEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,442401,WATKINS GLEN,8E+11,WATKINS GLEN,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,5.50301E+11,WATKINS GLEN CSD,16,7,INDEPENDENT CENTRAL,4.40624E+11,550301,442401,6572.996094,748.5966656
382,383,WATKINS GLEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,442401,WATKINS GLEN,8E+11,WATKINS GLEN,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,5.50301E+11,WATKINS GLEN CSD,16,7,INDEPENDENT CENTRAL,4.40624E+11,550301,442401,127229.0569,1578.399895
383,384,CAMPBELL-SAVONA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,463002,CAMPBELL-SAVONA,8E+11,CAMPBELL-SAVONA,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,5.70603E+11,CAMPBELL-SAVONA CSD,16,4,CENTRAL,4.60712E+11,570603,463002,775601.4374,5196.600485
384,385,OXFORD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,84601,OXFORD,8E+11,OXFORD,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,81501040000,OXFORD ACADEMY & CSD,16,4,CENTRAL,80763300100,81501,84601,261345.5,2517.015793
385,386,CANISTEO-GREENWOOD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,463202,CANISTEO-GREENWOOD CSD,8E+11,CANISTEO-GREENWOOD CSD,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,5.71502E+11,CANISTEO-GREENWOOD CSD,16,7,INDEPENDENT CENTRAL,4.60712E+11,571502,463202,497452034.6,169367.3719
386,387,CAMPBELL-SAVONA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,463002,CAMPBELL-SAVONA,8E+11,CAMPBELL-SAVONA,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,5.70603E+11,CAMPBELL-SAVONA CSD,16,4,CENTRAL,4.60712E+11,570603,463002,246734067.4,133945.1416
387,388,CAIRO-DURHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,192401,CAIRO-DURHAM,8E+11,CAIRO-DURHAM,4990,BOCES QUESTAR III (R-C-G),1.90301E+11,CAIRO-DURHAM CSD,16,4,CENTRAL,1.90711E+11,190301,192401,209371.614,3149.604101
388,389,CANDOR,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,492401,CANDOR,8E+11,CANDOR,6190,BOCES TOMPKINS-SENECA-TIOGA,6.00301E+11,CANDOR CSD,16,4,CENTRAL,4.90712E+11,600301,492401,218148454,118080.6862
389,390,ASHLAND-JEWETT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,194601,WINDHAM ASHLAND,8E+11,WINDHAM ASHLAND,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,1.91401E+11,WINDHAM-ASHLAND-JEWETT CSD,16,4,CENTRAL,1.90792E+11,191401,194601,250204265.8,111858.5511
