OBJECTID,SCHOOL_ID,SCHOOLDIST,POLYTYPE,PRIMARYPOL,USERNAME,UPDATE_,EDITED,EACODE,District2,Inst_ID,SchDist,SEDdir_BOC,SEDdir_B_1,SED_CODE_1,POPULAR_NA,INSTPECD,INSTSUBYPE,INSSUBDE,MUNICODE,SDLCODE,ORPTSCOD_1,Shape__Area,Shape__Length
209,209,FISHERS ISLAND,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473804,FISHERS ISLAND,8E+11,FISHERS ISLAND,5891,BOCES EASTERN SUFFOLK,5.81004E+11,FISHERS ISLAND UFSD,16,2,UNION FREE,4.70979E+11,581004,473804,15846117.9,27504.93214
210,210,CHESTER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,332201,CHESTER,8E+11,CHESTER,4490,BOCES ORANGE-ULSTER,4.40201E+11,CHESTER UFSD,16,2,UNION FREE,3.30916E+11,440201,332201,21749.80493,670.6738961
211,211,WARWICK VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,335401,WARWICK VALLEY,8E+11,WARWICK VALLEY,4490,BOCES ORANGE-ULSTER,4.42101E+11,WARWICK VALLEY CSD,16,7,INDEPENDENT CENTRAL,3.30687E+11,442101,335401,196360008.8,95437.41539
212,212,KIRYAS JOEL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,334002,KIRYAS JOEL,8E+11,KIRYAS JOEL,4490,BOCES ORANGE-ULSTER,4.41202E+11,KIRYAS JOEL VILLAGE UFSD,16,2,UNION FREE,3.30954E+11,441202,334002,2916173.967,14198.45118
213,213,FLORIDA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,335415,FLORIDA,8E+11,FLORIDA,4490,BOCES ORANGE-ULSTER,4.42115E+11,FLORIDA UFSD,16,2,UNION FREE,3.30987E+11,442115,335415,54649933.85,45940.36712
214,214,SOMERS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,555201,SOMERS,8E+11,SOMERS,4890,BOCES PUTNAM-NORTHERN WESTCHESTER,6.62101E+11,SOMERS CSD,16,7,INDEPENDENT CENTRAL,5.50679E+11,662101,555201,80342283.69,46262.23476
215,215,LAKELAND,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,555401,LAKELAND,8E+11,LAKELAND,4890,BOCES PUTNAM-NORTHERN WESTCHESTER,6.62401E+11,LAKELAND CSD,16,7,INDEPENDENT CENTRAL,5.50693E+11,662401,555401,74146657.27,73040.82135
216,216,MONROE-WOODBURY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,334001,MONROE WOODBURY,8E+11,MONROE WOODBURY,4490,BOCES ORANGE-ULSTER,4.41201E+11,MONROE-WOODBURY CSD,16,7,INDEPENDENT CENTRAL,3.30654E+11,441201,334001,219147097.8,111556.1615
217,217,NORTH SALEM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,554001,NORTH SALEM,8E+11,NORTH SALEM,4890,BOCES PUTNAM-NORTHERN WESTCHESTER,6.61301E+11,NORTH SALEM CSD,16,4,CENTRAL,5.5076E+11,661301,554001,74140374.57,53560.19882
218,218,CHESTER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,332201,CHESTER,8E+11,CHESTER,4490,BOCES ORANGE-ULSTER,4.40201E+11,CHESTER UFSD,16,2,UNION FREE,3.30916E+11,440201,332201,28581776.85,42238.46488
219,219,HIGHLAND FALLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,333601,HIGHLAND FALLS,8E+11,HIGHLAND FALLS,4490,BOCES ORANGE-ULSTER,4.40901E+11,HIGHLAND FALLS CSD,16,4,CENTRAL,3.30739E+11,440901,333601,87720543.53,50020.9706
220,220,GARRISON UNION FREE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,372604,GARRISON,8E+11,GARRISON,4890,BOCES PUTNAM-NORTHERN WESTCHESTER,4.80404E+11,GARRISON UFSD,16,2,UNION FREE,3.70966E+11,480404,372604,53828998.92,46167.69881
221,221,MAHOPAC,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,372001,MAHOPAC,8E+11,MAHOPAC,4890,BOCES PUTNAM-NORTHERN WESTCHESTER,4.80101E+11,MAHOPAC CSD,16,7,INDEPENDENT CENTRAL,3.70613E+11,480101,372001,79016761.72,48447.18656
222,222,NEWBURGH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,331100,NEWBURGH,8E+11,NEWBURGH,4490,BOCES ORANGE-ULSTER,4.416E+11,NEWBURGH CITY SD,16,1,CITY,3.30532E+11,441600,331100,3335.582031,267.9041153
223,223,VALLEY-MONTGOMERY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,334201,VALLEY-MONTGMRY,8E+11,VALLEY-MONTGMRY,4490,BOCES ORANGE-ULSTER,4.41301E+11,VALLEY CSD (MONTGOMERY),16,7,INDEPENDENT CENTRAL,3.30655E+11,441301,334201,20858.3623,636.6968783
224,224,PUTNAM VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,372803,PUTNAM VALLEY,8E+11,PUTNAM VALLEY,4890,BOCES PUTNAM-NORTHERN WESTCHESTER,4.80503E+11,PUTNAM VALLEY CSD,16,4,CENTRAL,3.7077E+11,480503,372803,81236553.49,55680.32883
225,225,CORNWALL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,332401,CORNWALL,8E+11,CORNWALL,4490,BOCES ORANGE-ULSTER,4.40301E+11,CORNWALL CSD,16,7,INDEPENDENT CENTRAL,3.3062E+11,440301,332401,31640.31763,925.4701093
226,226,CORNWALL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,332401,CORNWALL,8E+11,CORNWALL,4490,BOCES ORANGE-ULSTER,4.40301E+11,CORNWALL CSD,16,7,INDEPENDENT CENTRAL,3.3062E+11,440301,332401,96215415.77,64613.07416
227,227,GOSHEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,333001,GOSHEN,8E+11,GOSHEN,4490,BOCES ORANGE-ULSTER,4.40601E+11,GOSHEN CSD,16,4,CENTRAL,3.30733E+11,440601,333001,147271494.4,110564.6706
228,228,VALLEY-MONTGOMERY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,334201,VALLEY-MONTGMRY,8E+11,VALLEY-MONTGMRY,4490,BOCES ORANGE-ULSTER,4.41301E+11,VALLEY CSD (MONTGOMERY),16,7,INDEPENDENT CENTRAL,3.30655E+11,441301,334201,33347.52466,732.5695583
229,229,CORNWALL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,332401,CORNWALL,8E+11,CORNWALL,4490,BOCES ORANGE-ULSTER,4.40301E+11,CORNWALL CSD,16,7,INDEPENDENT CENTRAL,3.3062E+11,440301,332401,91401.08057,2153.413065
230,230,GOSHEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,333001,GOSHEN,8E+11,GOSHEN,4490,BOCES ORANGE-ULSTER,4.40601E+11,GOSHEN CSD,16,4,CENTRAL,3.30733E+11,440601,333001,137012.3672,1610.909136
231,231,WASHINGTONVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,332002,WASHINGTONVILLE,8E+11,WASHINGTONVILLE,4490,BOCES ORANGE-ULSTER,4.40102E+11,WASHINGTONVILLE CSD,16,7,INDEPENDENT CENTRAL,3.30608E+11,440102,332002,148307372.6,83123.66909
232,232,WAPPINGERS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,135601,WAPPINGERS,8E+11,WAPPINGERS,1390,BOCES DUTCHESS,1.32101E+11,WAPPINGERS CSD,16,7,INDEPENDENT CENTRAL,1.30687E+11,132101,135601,1911.788086,191.1719875
233,233,HALDANE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,372601,HALDANE,8E+11,HALDANE,4890,BOCES PUTNAM-NORTHERN WESTCHESTER,4.80401E+11,HALDANE CSD,16,4,CENTRAL,3.70766E+11,480401,372601,90846131.92,59262.90011
234,234,BREWSTER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,373001,BREWSTER,8E+11,BREWSTER,4890,BOCES PUTNAM-NORTHERN WESTCHESTER,4.80601E+11,BREWSTER CSD,16,7,INDEPENDENT CENTRAL,3.70679E+11,480601,373001,116478717.9,68748.0527
235,235,MINISINK VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,333801,MINISINK VALLEY,8E+11,MINISINK VALLEY,4490,BOCES ORANGE-ULSTER,4.41101E+11,MINISINK VALLEY CSD,16,4,CENTRAL,3.30754E+11,441101,333801,295385944,122760.2311
236,236,MIDDLETOWN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,330900,MIDDLETOWN,8E+11,MIDDLETOWN,4490,BOCES ORANGE-ULSTER,4.41E+11,MIDDLETOWN CITY SD,16,1,CITY,3.3053E+11,441000,330900,72304860.45,80800.51507
237,237,CARMEL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,372002,CARMEL,8E+11,CARMEL,4890,BOCES PUTNAM-NORTHERN WESTCHESTER,4.80102E+11,CARMEL CSD,16,7,INDEPENDENT CENTRAL,3.70613E+11,480102,372002,210356798.4,118086.0279
238,238,BEACON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,130200,BEACON,8E+11,BEACON,1390,BOCES DUTCHESS,1.302E+11,BEACON CITY SD,16,1,CITY,1.30505E+11,130200,130200,67247313.44,44951.06592
239,239,PORT JERVIS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,331300,PORT JERVIS,8E+11,PORT JERVIS,4490,BOCES ORANGE-ULSTER,4.418E+11,PORT JERVIS CITY SD,16,6,CITY CENTRAL,3.30545E+11,441800,331300,271002412.2,106396.2288
240,240,NEWBURGH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,331100,NEWBURGH,8E+11,NEWBURGH,4490,BOCES ORANGE-ULSTER,4.416E+11,NEWBURGH CITY SD,16,1,CITY,3.30532E+11,441600,331100,96663985.43,67690.73752
241,241,VALLEY-MONTGOMERY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,334201,VALLEY-MONTGMRY,8E+11,VALLEY-MONTGMRY,4490,BOCES ORANGE-ULSTER,4.41301E+11,VALLEY CSD (MONTGOMERY),16,7,INDEPENDENT CENTRAL,3.30655E+11,441301,334201,207749065.8,102534.8537
242,242,ELDRED,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,483401,ELDRED,8E+11,ELDRED,5990,BOCES SULLIVAN,5.90801E+11,ELDRED CSD,16,4,CENTRAL,4.80739E+11,590801,483401,272446863.7,91954.16354
243,243,WAPPINGERS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,135601,WAPPINGERS,8E+11,WAPPINGERS,1390,BOCES DUTCHESS,1.32101E+11,WAPPINGERS CSD,16,7,INDEPENDENT CENTRAL,1.30687E+11,132101,135601,582814.9219,4251.388591
244,244,WAPPINGERS,DTM ONLY,Y,bitteker,8/22/1995 0:00,NONE,135601,WAPPINGERS,8E+11,WAPPINGERS,1390,BOCES DUTCHESS,1.32101E+11,WAPPINGERS CSD,16,7,INDEPENDENT CENTRAL,1.30687E+11,132101,135601,67654.8728,1499.967228
245,245,WAPPINGERS,DTM ONLY,Y,bitteker,8/22/1995 0:00,NONE,135601,WAPPINGERS,8E+11,WAPPINGERS,1390,BOCES DUTCHESS,1.32101E+11,WAPPINGERS CSD,16,7,INDEPENDENT CENTRAL,1.30687E+11,132101,135601,15341.51245,550.2499375
246,246,PAWLING,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,134001,PAWLING,8E+11,PAWLING,1390,BOCES DUTCHESS,1.31201E+11,PAWLING CSD,16,4,CENTRAL,1.30765E+11,131201,134001,135072715.9,63480.62241
247,247,WAPPINGERS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,135601,WAPPINGERS,8E+11,WAPPINGERS,1390,BOCES DUTCHESS,1.32101E+11,WAPPINGERS CSD,16,7,INDEPENDENT CENTRAL,1.30687E+11,132101,135601,243825652.1,110384.2652
248,248,SPACKENKILL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,134602,SPACKENKILL,8E+11,SPACKENKILL,1390,BOCES DUTCHESS,1.31602E+11,SPACKENKILL UFSD,16,2,UNION FREE,1.30969E+11,131602,134602,18647859.28,23772.17435
249,249,MARLBORO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,513601,MARLBORO,8E+11,MARLBORO,4490,BOCES ORANGE-ULSTER,6.21001E+11,MARLBORO CSD,16,7,INDEPENDENT CENTRAL,5.10651E+11,621001,513601,96886748.14,53710.92473
250,250,PINE BUSH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,332601,PINE BUSH,8E+11,PINE BUSH,4490,BOCES ORANGE-ULSTER,4.40401E+11,PINE BUSH CSD,16,7,INDEPENDENT CENTRAL,3.30621E+11,440401,332601,281801164.8,145181.4207
251,251,POUGHKEEPSIE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,131300,POUGHKEEPSIE,8E+11,POUGHKEEPSIE,1390,BOCES DUTCHESS,1.315E+11,POUGHKEEPSIE CITY SD,16,1,CITY,1.30546E+11,131500,131300,14713984.69,21437.71777
252,252,WALLKILL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,515201,WALLKILL,8E+11,WALLKILL,6290,BOCES ULSTER,6.21801E+11,WALLKILL CSD,16,7,INDEPENDENT CENTRAL,5.10677E+11,621801,515201,214258659.5,128239.0742
253,253,HYDE PARK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,133201,HYDE PARK,8E+11,HYDE PARK,1390,BOCES DUTCHESS,1.30801E+11,HYDE PARK CSD,16,7,INDEPENDENT CENTRAL,1.30641E+11,130801,133201,77225.53247,1294.228979
254,254,MONTICELLO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,484601,MONTICELLO,8E+11,MONTICELLO,5990,BOCES SULLIVAN,5.91401E+11,MONTICELLO CSD,16,7,INDEPENDENT CENTRAL,4.80682E+11,591401,484601,506280245.7,192242.7584
255,255,HYDE PARK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,133201,HYDE PARK,8E+11,HYDE PARK,1390,BOCES DUTCHESS,1.30801E+11,HYDE PARK CSD,16,7,INDEPENDENT CENTRAL,1.30641E+11,130801,133201,33659.39893,741.1280149
256,256,TRI-VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,484201,TRI VALLEY,8E+11,TRI VALLEY,5990,BOCES SULLIVAN,5.91201E+11,TRI-VALLEY CSD,16,4,CENTRAL,4.80756E+11,591201,484201,21864.04224,821.3442993
257,257,ARLINGTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,134601,ARLINGTON,8E+11,ARLINGTON,1390,BOCES DUTCHESS,1.31601E+11,ARLINGTON CSD,16,7,INDEPENDENT CENTRAL,1.30669E+11,131601,134601,303723281.1,149835.1963
258,258,DOVER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,132602,DOVER,8E+11,DOVER,1390,BOCES DUTCHESS,1.30502E+11,DOVER UFSD,16,2,UNION FREE,1.30924E+11,130502,132602,171736389.5,75687.86561
259,259,FALLSBURG,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,482801,FALLSBURGH,8E+11,FALLSBURGH,5990,BOCES SULLIVAN,5.90501E+11,FALLSBURG CSD,16,7,INDEPENDENT CENTRAL,4.80628E+11,590501,482801,186901232.6,117395.5359
260,260,HIGHLAND,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,513203,HIGHLAND,8E+11,HIGHLAND,6290,BOCES ULSTER,6.20803E+11,HIGHLAND CSD,16,4,CENTRAL,5.10748E+11,620803,513203,112923480.6,66483.75564
261,261,LIBERTY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,483601,LIBERTY,8E+11,LIBERTY,5990,BOCES SULLIVAN,5.90901E+11,LIBERTY CSD,16,7,INDEPENDENT CENTRAL,4.80647E+11,590901,483601,1156403.297,4959.969219
262,262,NEW PALTZ,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,513801,NEW PALTZ,8E+11,NEW PALTZ,6290,BOCES ULSTER,6.21101E+11,NEW PALTZ CSD,16,7,INDEPENDENT CENTRAL,5.10658E+11,621101,513801,214540482,140689.7218
263,263,MILLBROOK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,135801,MILLBROOK,8E+11,MILLBROOK,1390,BOCES DUTCHESS,1.32201E+11,MILLBROOK CSD,16,4,CENTRAL,1.30787E+11,132201,135801,14178.61182,548.62852
264,264,MILLBROOK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,135801,MILLBROOK,8E+11,MILLBROOK,1390,BOCES DUTCHESS,1.32201E+11,MILLBROOK CSD,16,4,CENTRAL,1.30787E+11,132201,135801,205597025.5,110248.0092
265,265,ELLENVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,515602,ELLENVILLE,8E+11,ELLENVILLE,6290,BOCES ULSTER,6.22002E+11,ELLENVILLE CSD,16,7,INDEPENDENT CENTRAL,5.10688E+11,622002,515602,348976022.1,161735.4751
266,266,LIBERTY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,483601,LIBERTY,8E+11,LIBERTY,5990,BOCES SULLIVAN,5.90901E+11,LIBERTY CSD,16,7,INDEPENDENT CENTRAL,4.80647E+11,590901,483601,12365.28271,534.2937343
267,267,HYDE PARK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,133201,HYDE PARK,8E+11,HYDE PARK,1390,BOCES DUTCHESS,1.30801E+11,HYDE PARK CSD,16,7,INDEPENDENT CENTRAL,1.30641E+11,130801,133201,7156.86084,415.9830696
268,268,LIVINGSTON MANOR,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,484402,LIVINGSTON MANOR,8E+11,LIVINGSTON MANOR,5990,BOCES SULLIVAN,5.91302E+11,LIVINGSTON MANOR CSD,16,4,CENTRAL,4.80772E+11,591302,484402,98327.1123,1469.881539
269,269,LIVINGSTON MANOR,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,484402,LIVINGSTON MANOR,8E+11,LIVINGSTON MANOR,5990,BOCES SULLIVAN,5.91302E+11,LIVINGSTON MANOR CSD,16,4,CENTRAL,4.80772E+11,591302,484402,23961.86963,758.1428056
270,270,HYDE PARK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,133201,HYDE PARK,8E+11,HYDE PARK,1390,BOCES DUTCHESS,1.30801E+11,HYDE PARK CSD,16,7,INDEPENDENT CENTRAL,1.30641E+11,130801,133201,183800170.2,95465.87539
271,271,LIBERTY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,483601,LIBERTY,8E+11,LIBERTY,5990,BOCES SULLIVAN,5.90901E+11,LIBERTY CSD,16,7,INDEPENDENT CENTRAL,4.80647E+11,590901,483601,231679624.4,120661.9858
272,272,HANCOCK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,123606,HANCOCK,8E+11,HANCOCK,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.20906E+11,HANCOCK CSD,16,4,CENTRAL,1.20737E+11,120906,123606,370538.0762,2742.715874
273,273,RONDOUT VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,513401,RONDOUT VALLEY,8E+11,RONDOUT VALLEY,6290,BOCES ULSTER,6.20901E+11,RONDOUT VALLEY CSD,16,7,INDEPENDENT CENTRAL,5.10651E+11,620901,513401,393712127.6,146784.7585
274,274,SULLIVAN WEST,DTM ONLY,Y, ,6/21/1999 0:00, ,484802,JEFF YOUNGSVILLE,8E+11,JEFF YOUNGSVILLE,5990,BOCES SULLIVAN,5.91502E+11,SULLIVAN WEST CSD,16,4,CENTRAL,4.80723E+11,591502,484802,661753671.1,219692.2718
275,275,RHINEBECK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,135001,RHINEBECK,8E+11,RHINEBECK,1390,BOCES DUTCHESS,1.31801E+11,RHINEBECK CSD,16,4,CENTRAL,1.30771E+11,131801,135001,160257629.9,82091.56009
276,276,TRI-VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,484201,TRI VALLEY,8E+11,TRI VALLEY,5990,BOCES SULLIVAN,5.91201E+11,TRI-VALLEY CSD,16,4,CENTRAL,4.80756E+11,591201,484201,504074207.8,139743.2041
277,277,ROSCOE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,484401,ROSCOE,8E+11,ROSCOE,5990,BOCES SULLIVAN,5.91301E+11,ROSCOE CSD,16,4,CENTRAL,4.80772E+11,591301,484401,704844.6438,4009.246212
278,278,KINGSTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,510800,KINGSTON,8E+11,KINGSTON,6290,BOCES ULSTER,6.206E+11,KINGSTON CITY SD,16,1,CITY,5.10524E+11,620600,510800,252984964.3,128062.9465
279,279,DOWNSVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,122401,DOWNSVILLE,8E+11,DOWNSVILLE,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.20301E+11,DOWNSVILLE CSD,16,4,CENTRAL,1.20718E+11,120301,122401,36398.54443,1103.237734
280,280,NORTHEAST,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,133801,NORTHEAST,8E+11,NORTHEAST,1390,BOCES DUTCHESS,1.31101E+11,NORTHEAST CSD,16,4,CENTRAL,1.30759E+11,131101,133801,214639469.4,123497.2874
281,281,ROSCOE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,484401,ROSCOE,8E+11,ROSCOE,5990,BOCES SULLIVAN,5.91301E+11,ROSCOE CSD,16,4,CENTRAL,4.80772E+11,591301,484401,277637650.7,141558.981
282,282,ROSCOE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,484401,ROSCOE,8E+11,ROSCOE,5990,BOCES SULLIVAN,5.91301E+11,ROSCOE CSD,16,4,CENTRAL,4.80772E+11,591301,484401,68204.9729,1254.318238
283,283,ROSCOE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,484401,ROSCOE,8E+11,ROSCOE,5990,BOCES SULLIVAN,5.91301E+11,ROSCOE CSD,16,4,CENTRAL,4.80772E+11,591301,484401,421921.7085,3361.661348
284,284,ANDES,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,122002,ANDES,8E+11,ANDES,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,1.20102E+11,ANDES CSD,16,4,CENTRAL,1.20702E+11,120102,122002,23454.33472,1053.15128
285,285,LIVINGSTON MANOR,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,484402,LIVINGSTON MANOR,8E+11,LIVINGSTON MANOR,5990,BOCES SULLIVAN,5.91302E+11,LIVINGSTON MANOR CSD,16,4,CENTRAL,4.80772E+11,591302,484402,406216625.9,161901.4815
286,286,PINE PLAINS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,134201,PINE PLAINS,8E+11,PINE PLAINS,1390,BOCES DUTCHESS,1.31301E+11,PINE PLAINS CSD,16,4,CENTRAL,1.30767E+11,131301,134201,367019920.6,160704.9716
287,287,HANCOCK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,123606,HANCOCK,8E+11,HANCOCK,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,1.20906E+11,HANCOCK CSD,16,4,CENTRAL,1.20737E+11,120906,123606,336274039.4,120736.4875
288,289,SUSQUEHANNA VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,32801,SUSQUEHANNA VALLEY,8E+11,SUSQUEHANNA VALLEY,390,BOCES BROOME-DELAWARE-TIOGA,30601060000,SUSQUEHANNA VALLEY CSD,16,7,INDEPENDENT CENTRAL,30619500100,30601,32801,160155216.7,66371.77539
289,290,WHITESVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,26001,WHITESVILLE,8E+11,WHITESVILLE,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,22101040000,WHITESVILLE CSD,16,4,CENTRAL,20741500100,22101,26001,126380368.7,65458.82254
290,291,VESTAL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,34801,VESTAL,8E+11,VESTAL,390,BOCES BROOME-DELAWARE-TIOGA,31601060000,VESTAL CSD,16,7,INDEPENDENT CENTRAL,30685500100,31601,34801,138694509.6,55540.93285
291,292,ONTEORA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,514001,ONTEORA,8E+11,ONTEORA,6290,BOCES ULSTER,6.21201E+11,ONTEORA CSD,16,7,INDEPENDENT CENTRAL,5.10661E+11,621201,514001,124936.6958,1789.681836
292,293,BINGHAMTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,30200,BINGHAMTON,8E+11,BINGHAMTON,390,BOCES BROOME-DELAWARE-TIOGA,30200010000,BINGHAMTON CITY SD,16,1,CITY,30506000000,30200,30200,30301002.97,30791.88745
293,294,RED HOOK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,134801,RED HOOK,8E+11,RED HOOK,1390,BOCES DUTCHESS,1.31701E+11,RED HOOK CSD,16,7,INDEPENDENT CENTRAL,1.3067E+11,131701,134801,168534539.7,95280.42135
294,295,ELMIRA CITY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,70400,ELMIRA,8E+11,ELMIRA,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,70600010000,ELMIRA CITY SD,16,1,CITY,70513000000,70600,70400,294888350,112792.7093
295,296,GERMANTOWN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,103602,GERMANTOWN,8E+11,GERMANTOWN,4990,BOCES QUESTAR III (R-C-G),1.00902E+11,GERMANTOWN CSD,16,4,CENTRAL,1.00733E+11,100902,103602,72317135.18,70429.80592
296,297,WINDSOR,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,35001,WINDSOR,8E+11,WINDSOR,390,BOCES BROOME-DELAWARE-TIOGA,31701060000,WINDSOR CSD,16,7,INDEPENDENT CENTRAL,30691900100,31701,35001,302262438.6,118465.1366
297,298,OLEAN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,41200,OLEAN,8E+11,OLEAN,490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,42400010000,OLEAN CITY SD,16,1,CITY,40539000000,42400,41200,49013785.82,38580.71408
298,299,ELMIRA HEIGHTS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,73402,ELMIRA HEIGHTS,8E+11,ELMIRA HEIGHTS,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,70902060000,ELMIRA HEIGHTS CSD,16,7,INDEPENDENT CENTRAL,70640500200,70902,73402,37025781.63,41717.92631
299,300,WAVERLY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,492001,WAVERLY,8E+11,WAVERLY,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,6.00101E+11,WAVERLY CSD,16,7,INDEPENDENT CENTRAL,4.90605E+11,600101,492001,222058381.3,93790.9575
300,301,UNION-ENDICOTT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,34601,UNION-ENDICOTT,8E+11,UNION-ENDICOTT,390,BOCES BROOME-DELAWARE-TIOGA,31501060000,UNION-ENDICOTT CSD,16,7,INDEPENDENT CENTRAL,30684600100,31501,34601,73973610.18,61495.37259
301,302,CANDOR,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,492401,CANDOR,8E+11,CANDOR,6190,BOCES TOMPKINS-SENECA-TIOGA,6.00301E+11,CANDOR CSD,16,4,CENTRAL,4.90712E+11,600301,492401,238054.9116,2192.650051
